# id	left	top	right	bottom	texture_id
[SPRITES]
# PINK
#	TOP
70100	919	137	934	152	30
70200	936	137	951	152	30
70300	953	137	968	152	30
#	MID
70400	919	154	934	169	30
70500	936	154	951	169	30
70600	953	154	968	169	30
#	BOTTOM
70700	919	171	934	186	30
70800	936	171	951	186	30
70900	953	171	968	186	30

# BLUE
#	TOP
71100	970	137	985	152	30
71200	987	137	1002	152	30
71300	1004	137	1019	152	30
#	MID
71400	970	154	985	169	30
71500	987	154	1002	169	30
71600	1004	154	1019	169	30
#	BOTTOM
71700	970	171	985	186	30
71800	987	171	1002	186	30
71900	1004	171	1019	186	30

# GREEN
#	TOP
72100	919	188	934	203	30
72200	936	188	951	203	30
72300	953	188	968	203	30
#	MID
72400	919	205	934	220	30
72500	936	205	951	220	30
72600	953	205	968	220	30
#	BOTTOM
72700	919	222	934	237	30
72800	936	222	951	237	30
72900	953	222	968	237	30

# WHITE
#	TOP
73100	970	188	985	203	30
73200	987	188	1002	203	30
73300	1004	188	1019	203	30
#	MID
73400	970	205	985	220	30
73500	987	205	1002	220	30
73600	1004	205	1019	220	30
#	BOTTOM
73700	970	222	985	237	30
73800	987	222	1002	237	30
73900	1004	222	1019	237	30

# PIPE
#	TOP
74100	69	35	84	50	30
74200	86	35	101	50	30
#	BOTTOM
74300	69	52	84	67	30
74400	86	52	101	67	30

# BRICK
75100	1004	18	1019	33	30

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
